timestamp,x_px,y_px,heading_deg
48.495,930.5,98.0,-56.7
48.528,930.5,98.0,-56.7
48.562,929.8,98.2,-56.9
48.595,929.0,99.5,-55.9
48.629,928.5,100.0,-56.7
48.662,928.5,100.0,-56.7
48.696,928.5,99.8,-57.4
48.729,929.8,99.0,-56.3
48.763,930.0,99.0,-57.2
48.797,930.2,98.8,-56.9
48.830,930.5,99.0,-56.7
48.864,930.5,98.8,-57.4
48.897,931.2,98.8,-56.9
48.931,932.5,99.2,-57.4
48.964,933.0,98.8,-57.4
48.998,934.0,98.8,-57.4
49.031,933.5,99.0,-56.7
49.065,932.8,97.2,-55.7
49.099,932.5,97.2,-57.4
49.132,932.5,96.8,-57.4
49.166,932.8,96.2,-55.7
49.199,933.8,97.5,-56.3
49.233,933.5,98.2,-57.4
49.266,932.5,99.0,-56.7
49.300,931.5,99.8,-57.4
49.334,931.5,99.0,-57.2
49.367,931.5,98.8,-57.4
49.401,932.0,98.0,-56.7
49.434,932.0,97.8,-57.4
49.468,931.5,98.0,-56.7
49.501,931.8,97.8,-56.9
49.535,932.0,97.0,-56.7
49.568,933.0,96.2,-57.4
49.602,933.5,96.5,-58.0
49.636,934.0,95.8,-57.4
49.669,934.0,95.8,-57.4
49.703,933.8,97.2,-55.7
49.736,933.0,98.0,-56.7
49.770,931.8,99.2,-56.9
49.803,930.0,100.0,-57.2
49.837,929.8,99.0,-56.3
49.870,929.5,97.8,-57.4
49.904,930.2,96.8,-56.9
49.938,929.8,97.0,-56.3
49.971,929.0,97.8,-56.5
50.005,929.0,98.8,-56.5
50.038,929.2,99.0,-56.3
50.072,928.5,99.8,-57.4
50.105,928.0,99.5,-57.2
50.139,928.2,98.0,-57.6
50.173,927.5,96.8,-57.4
50.206,927.5,96.2,-57.4
50.240,927.5,96.2,-57.4
50.273,926.8,97.2,-55.7
50.307,926.8,98.5,-56.3
50.340,926.5,99.8,-57.4
50.374,926.2,99.8,-56.9
50.407,927.0,100.0,-56.7
50.441,926.2,99.8,-56.9
50.475,925.8,98.2,-55.7
50.508,923.8,97.0,-56.3
50.542,923.2,96.2,-56.1
50.575,923.2,95.2,-56.1
50.609,925.0,95.8,-56.5
50.642,925.8,96.5,-56.3
50.676,926.2,97.0,-57.6
50.709,924.5,97.8,-57.4
50.743,924.5,98.0,-56.7
50.777,924.2,97.0,-57.6
50.810,924.0,96.0,-56.7
50.844,923.5,97.0,-56.7
50.877,923.0,96.5,-55.9
50.911,921.8,97.0,-56.3
50.944,920.0,97.8,-56.5
50.978,919.5,97.5,-56.7
51.012,919.5,97.5,-56.7
51.045,920.0,97.8,-56.5
51.079,921.0,97.0,-57.2
51.112,921.8,96.2,-56.9
51.146,922.2,96.2,-56.9
51.179,922.5,96.0,-56.7
51.213,923.5,96.0,-56.7
51.246,924.8,96.0,-56.3
51.280,924.8,95.5,-56.3
51.314,925.8,96.0,-56.3
51.347,924.0,95.5,-55.9
