t_ns_pi,enc_t_ms_pico,BL,FL,FR,BR,ax,ay,az,gx,gy,gz
5304906342700,98522,31600,35307,27687,24086,0.033518823242187495,-0.19393033447265623,11.18571015625,-0.004029578872257144,0.07396665400579787,-0.9208963335666859
5304926222327,98542,31660,35392,27624,24024,0.5530605834960938,0.35194764404296874,11.738770739746093,0.09562738910421298,-0.02275922667724666,-0.9212960272885167
5304946114490,98562,31719,35478,27561,23961,-0.51714755859375,1.0989385620117187,11.717222924804688,0.016621263422332253,0.032664969416619075,-0.9053082784152862
5304966257337,98582,31779,35565,27500,23897,-1.0869675537109373,1.6735469604492186,12.088324182128906,0.12267333094809457,-0.11655402006686559,-0.8837248174364251
5304986424164,98602,31840,35653,27448,23832,0.8786720092773437,-1.5705962890624998,9.552864624023437,0.0016993644739837846,-0.0026413093450982812,-0.8678702998038048
5305006100589,98622,31897,35741,27390,23769,1.2976572998046874,0.22266075439453123,13.795389965820311,0.10881728192462814,-0.026622932654944028,-0.8494843885995896
5305026389286,98642,31950,35830,27331,23708,0.0909796630859375,0.814028564453125,10.876858142089842,0.07804086534365942,-0.09603640901288645,-0.8518825509305742
5305046281023,98662,32003,35918,27276,23646,0.9050082275390624,0.9241618408203125,12.136208215332031,0.0003670520678812454,0.007084571219450275,-0.8400249705162617
5305066249538,98682,32057,36009,27222,23583,0.0,-0.5482721801757812,11.712434521484374,-0.026678889776000348,-0.016763820849785224,-0.8570785693143741
5305086227738,98702,32109,36098,27168,23518,0.4165910888671875,0.14604630126953125,10.366893188476562,0.02581421902443979,0.0206741577616962,-0.8160433472064159
5305106662544,98722,32165,36189,27112,23450,0.5267243652343749,-0.3854664672851562,12.31577333984375,0.0006335145491017553,-0.012766883631477596,-0.831231708635985
5305126188045,98742,32222,36278,27056,23385,-0.8762778076171874,0.316034619140625,11.547234606933593,-0.03227460188163103,0.11446895115131513,-0.9488748940948393
5305146631462,98762,32282,36369,27002,23320,0.09816226806640624,1.3287819213867187,13.263877197265625,0.05352631707137266,0.013746133249962983,-0.9318212952967267
5305166730957,98782,32344,36458,26946,23257,-0.8738836059570312,0.5434837768554687,10.764330664062498,0.030077618723967924,0.078230053705326,-0.9126359966488501
5305186764916,98802,32407,36546,26890,23195,0.201112939453125,0.25139117431640623,12.284648718261717,-0.01588715928656977,-0.12734575055629618,-0.8641398250667176
5305207548552,98822,32476,36632,26876,23178,3.0885201416015624,0.5339069702148437,12.334926953124999,0.06844821601972112,-0.07578526044012782,-0.4050249699237818
5305226815370,98842,32541,36715,26898,23197,3.430890979003906,0.5267243652343749,10.888829150390624,0.06431804756080324,-0.04687408122770266,-0.18399434175137017
5305246839847,98862,32605,36795,26940,23238,1.2521674682617188,1.1228805786132812,10.91037696533203,0.040602886732178003,0.06623924205040312,-0.17999740453306254
5305266740900,98882,32672,36875,26998,23295,0.7422025146484375,0.6919242797851562,12.145785021972655,0.04326751154438309,-0.029554019948369623,-0.051695719825387766
5305286787117,98902,32745,36955,27070,23366,0.5770026000976562,-0.22266075439453123,11.982979309082031,0.0019658269552042945,0.036262212913095934,-0.019720222078926777
5305306493986,98922,32826,37037,27150,23445,0.70868369140625,-0.10773907470703124,11.389217297363281,-0.05638945643208702,0.07343372904335685,-0.09073247332419224
5305326295058,98942,32912,37120,27240,23530,0.59376201171875,1.5849614990234373,13.184868542480467,-0.05892085000368186,0.05864506133561864,-0.006530329258511616
5305346040742,98962,33002,37208,27332,23618,1.1563994018554686,-0.5482721801757812,11.099518896484375,0.011824938760363102,0.013746133249962983,0.033439042924564635
5305366218032,98982,33095,37299,27426,23709,1.1109095703125,-0.36391865234375,12.035651745605469,0.026347143986880806,-0.008769946413169968,0.015452825442180327
5305386562414,99002,33191,37395,27522,23804,0.11731588134765625,-0.1867477294921875,10.304643945312499,0.0519275421840496,0.018275995430711626,-0.0158565161012294
5305406496503,99022,33290,37494,27622,23900,1.1372457885742187,0.19632453613281248,12.191274853515624,0.03487394338593707,-0.03088633235447216,-0.035308277230326514
5305426286000,99042,33390,37597,27722,23998,-0.2442085693359375,0.2154781494140625,11.130643518066405,-0.03946908887458475,0.0750325039306799,-0.043701845388772524
5305446579031,99062,33494,37702,27824,24098,0.18435352783203124,0.5267243652343749,11.69567510986328,-0.11740936463158344,0.03053326956685501,-0.028779946440424066
5305466532379,99082,33599,37808,27928,24200,-0.023942016601562498,-0.6344634399414062,12.69166300048828,-0.013755459436805697,-0.10802722066780933,0.0011970826968831297
5305486797946,99102,33705,37914,28030,24302,-0.18914193115234373,-0.44532150878906246,10.192116467285155,0.06285250391409045,-0.03741466314437461,-0.023450696816013895
5305506588611,99122,33813,38021,28136,24406,0.7517793212890624,0.354341845703125,10.663774194335938,0.08137164635891578,-0.04341006897183605,0.0031955513060369437
5305526651939,99142,33921,38128,28242,24513,0.8188169677734375,0.6200982299804687,11.975796704101562,0.005163376729850396,-0.03248510724179521,-0.0492975574944032
5305546703250,99162,34030,38237,28347,24618,-0.39983167724609375,0.00718260498046875,12.184092248535155,-0.14099129421959844,0.12099728194121759,-0.06381976272092091
5305566223861,99182,34139,38346,28454,24724,0.27293898925781246,0.2705447875976562,12.095506787109374,-0.042933101130451345,0.005485796332127226,0.01438697551729829
5305586295115,99202,34248,38456,28560,24831,0.7493851196289062,-0.5506663818359374,11.602301245117188,0.10695204455608458,-0.08071481634270722,0.01238850690814448
5305606784310,99222,34356,38567,28669,24939,0.15322890625,0.1005564697265625,11.362881079101562,0.041668736657060036,0.009749196031655359,-0.008129104145834662
5305626894342,99242,34464,38679,28780,25046,0.11013327636718749,0.2825157958984375,11.152191333007812,-0.01881824657999535,0.023605245055121793,0.003595245027867705
5305646729784,99262,34573,38792,28890,25153,0.6153098266601562,0.18435352783203124,12.387599389648436,-0.16790400482286974,0.06557308584735186,-0.052628338509659554
5305666662633,99282,34683,38905,28998,25260,0.19632453613281248,0.023942016601562498,13.072341064453123,-0.011090834624600619,-0.030086944910810636,0.0002644640126113554
5305686574351,99302,34793,39017,29106,25367,-0.5195417602539062,-0.8595183959960937,11.264718811035156,0.12000870613588949,-0.0516704058896718,0.010523269539600918
5305707027454,99322,34903,39130,29214,25474,0.6512228515624999,0.36391865234375,10.817003100585938,0.04779737372513173,-0.07471941051524578,-0.032377189936900926
5305726433752,99342,35011,39245,29321,25580,0.8762778076171874,0.4165910888671875,11.556811413574218,-0.007227128646903242,-0.025690313970672254,-0.016655903544890924
5305746869558,99362,35120,39359,29427,25687,0.5458779785156249,-0.02633621826171875,11.271901416015623,-0.06531594955297405,0.06090999242599296,-0.01545682237939864
5305766076043,99382,35230,39474,29534,25794,-0.16998831787109375,0.4213794921875,12.63420216064453,-0.09209542891563514,0.07743066626166448,-0.09486264178311013
5305786170538,99402,35341,39589,29642,25900,-0.3064578125,-0.51714755859375,12.876016528320312,0.018486500790875812,-0.03195218227935419,-0.052761569750269806
5305805997388,99422,35451,39703,29750,26003,0.21068974609375,-0.4381389038085937,11.252747802734374,0.08443596489295162,-0.07751726656806111,-0.028380252718593298
5305826366769,99442,35562,39818,29860,26106,-0.23702596435546874,0.239420166015625,10.687716210937499,0.041801967897670295,-0.025423851489451737,-0.02744763403432151
5305846248099,99462,35673,39933,29971,26211,0.6751648681640625,0.41898529052734373,11.520898388671874,-0.031475214437969495,-0.004773009194862347,-0.052628338509659554
5305866320817,99482,35784,40047,30084,26317,-0.23223756103515625,0.12210428466796874,12.143390820312499,-0.1067508653827631,0.11087170765483828,-0.0766099618195053
5305886603569,99502,35897,40163,30196,26423,-0.4285620971679687,-0.9840168823242187,12.23915888671875,0.03967026804790622,-0.0226259954366364,-0.008528797867665423
5305906368086,99522,36010,40279,30308,26530,0.373495458984375,0.011971008300781249,10.900800158691405,0.06978052842582366,-0.06952339213144586,-0.02385039053784465
5305926586598,99542,36122,40396,30420,26634,-0.062249243164062495,0.565031591796875,11.279084020996093,0.015022488535009202,-0.0383472818286464,-0.04077075809534692
5305946672538,99562,36234,40513,30532,26742,0.35194764404296874,0.93852705078125,11.623849060058593,-0.013755459436805697,0.03146588825112678,-0.054360344637592865
5305966702644,99582,36347,40629,30643,26850,-0.28490999755859375,0.2442085693359375,10.939107385253905,-0.07424244267386108,0.16896052856090907,-0.02917964016225482
5305986655363,99602,36462,40746,30754,26958,0.38307226562499996,0.49320554199218747,14.520833068847656,-0.02414749620440552,-0.07791696028989188,0.017051600329503373
5306006619748,99622,36576,40864,30866,27068,-0.5123591552734374,-0.8930372192382812,10.960655200195312,0.05072846101855732,-0.08817576581688145,-0.06794993117983877
5306026837279,99642,36691,40981,30980,27177,0.33518823242187495,0.009576806640625,11.793837377929687,0.024748369099557757,-0.017429977052836495,-0.006530329258511616
5306046768609,99662,36806,41098,31093,27284,0.3447650390625,0.30406361083984373,11.06360587158203,-0.015620696805349252,-0.044875612618548846,-0.03943844568924439
5306066713587,99682,36921,41213,31206,27392,-0.17477672119140625,0.38786066894531246,12.492944262695312,-0.06957934925250218,0.07982882859264905,-0.08700199858710511
5306086801730,99702,37037,41329,31320,27503,-0.8571241943359375,-0.22505495605468748,13.295001818847656,-0.01535423432412875,-0.013033346112698106,0.033971967887005655
5306106707653,99722,37153,41445,31434,27613,0.2561795776367187,-0.5099649536132812,11.051634863281249,0.09949109508191034,-0.11255708284855796,-0.04117045181717769
5306126781166,99742,37268,41561,31546,27723,0.6081272216796875,0.2705447875976562,10.963049401855468,0.02261666924979369,-0.009302871375610988,-0.010527266476819237
5306146480054,99762,37381,41677,31658,27833,0.35673604736328124,0.1197100830078125,11.573570825195311,-0.008159747331175016,-0.01396596479696988,0.008924494652277869
5306166184442,99782,37494,41793,31769,27943,-0.28730419921875,-0.7110778930664062,11.444283935546874,-0.07544152383935337,0.10913970152690497,-0.09379679185822809
5306186506138,99802,37608,41910,31882,28054,0.8906430175781249,0.40940848388671874,13.318943835449218,-0.05479068154476398,0.11913204457267404,0.015319594201570069
5306206108304,99822,37721,42027,31994,28162,-0.02154781494140625,-0.3902548706054687,11.942277880859374,0.0769750154187774,-0.1217500384506655,-0.016655903544890924
5306226282632,99842,37833,42144,32108,28268,-0.4644751220703125,-0.08858546142578125,10.972626208496093,0.03940380556668571,-0.09723549017837872,-0.029845796365306092
5306246384034,99862,37946,42261,32223,28376,0.4525041137695312,0.8355763793945312,11.295843432617186,0.008627388985717004,-0.047939931152584686,-0.003066317002645008
5306266439900,99882,38059,42378,32337,28486,-0.06464344482421874,-0.5051765502929687,11.303026037597656,-0.008026516090564765,0.024271401258173064,-0.04969725121623395
5306286280175,99902,38171,42494,32450,28596,0.24181436767578124,0.5578489868164063,12.605471740722656,-0.06638179947785608,0.16003403544002204,0.01238850690814448
